id,listing_url,scrape_id,last_scraped,source,name,description,neighborhood_overview,picture_url,host_id,host_url,host_name,host_since,host_location,host_about,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_thumbnail_url,host_picture_url,host_neighbourhood,host_listings_count,host_total_listings_count,host_verifications,host_has_profile_pic,host_identity_verified,neighbourhood,neighbourhood_cleansed,neighbourhood_group_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms,bathrooms_text,bedrooms,beds,amenities,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,calendar_updated,has_availability,availability_30,availability_60,availability_90,availability_365,calendar_last_scraped,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,availability_eoy,number_of_reviews_ly,estimated_occupancy_l365d,estimated_revenue_l365d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,license,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month
1369768924474303403,https://www.airbnb.com/rooms/1369768924474303403,20250502031400,2025-05-02,city scrape,Near Hospitals: Home w/ Yard in Albany!,"Traveling Nurses Welcome | 3 Mi to Downtown<br /><br />Whether you’re traveling for business or pleasure, make this 3-bedroom, 1-bathroom Albany vacation rental your launching point! The home features an open-concept living area, a well-stocked kitchen, and free wireless internet for digital nomads. When you’re done with work and ready to play, enjoy some time outside at The Christian Plumeri Sports Complex, then head downtown for shopping, dining, and sightseeing! It's up to you.","- Proximity to hospitals: Albany Med South Clinical Campus, Albany Medical Center, St. Peter’s Hospital, Samaritan Hospital - Albany Memorial Campus <br />- Walk to The Christian Plumeri Sports Complex: basketball court, football field <br />- 3 miles to downtown Albany: New York State Museum, Empire State Plaza, The Egg, MVP Arena, shops, restaurants, parks <br />- 12 miles to Albany International Airport",https://a0.muscache.com/pictures/prohost-api/Hosting-1369768924474303403/original/cc3d78c0-85db-46c4-a572-e0e7f6e5e56d.jpeg,121680792,https://www.airbnb.com/users/show/121680792,Evolve,2017-03-20,United States,"Hi! We’re Evolve, the hospitality team that helps you rest easy when you rent a private, professionally cleaned home from us.

We promise your rental will be clean, safe, and true to what you saw on Airbnb or we'll make it right. Check-ins are always smooth, and we're here 24/7 to answer any questions or help you find the perfect property.",within an hour,100%,99%,f,https://a0.muscache.com/im/pictures/user/User-121680792/original/62151d0c-7ad7-4639-bc42-20b0320d302e.png?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-121680792/original/62151d0c-7ad7-4639-bc42-20b0320d302e.png?aki_policy=profile_x_medium,Highland Lakes,1214,2529,"['email', 'phone']",t,t,Neighborhood highlights,FIRST WARD,,42.63908453510391,-73.77307933512895,Entire home,Entire home/apt,6,1.0,1 bath,3,3,"[""Iron"", ""Window AC unit"", ""Coffee maker"", ""Shampoo"", ""Refrigerator"", ""Essentials"", ""Toaster"", ""Cooking basics"", ""Self check-in"", ""Kitchen"", ""First aid kit"", ""Smart lock"", ""Hangers"", ""Private backyard"", ""TV"", ""Bed linens"", ""Fire extinguisher"", ""Private entrance"", ""Smoke alarm"", ""Hair dryer"", ""Free parking on premises"", ""Gym nearby"", ""Microwave"", ""Dining table"", ""Central heating"", ""Carbon monoxide alarm"", ""Hot water"", ""Wifi"", ""Dishes and silverware""]",$132.00,2,1125,2,4,1125,1125,2.2,1125.0,,t,13,43,69,340,2025-05-02,0,0,0,220,0,0,0,,,,,,,,,,,t,6,6,0,0,
1371626040166892504,https://www.airbnb.com/rooms/1371626040166892504,20250502031400,2025-05-02,city scrape,Central cozy quiet 4 bedroom w/King bed,"The whole group will enjoy easy access to everything from this centrally located place. 4 bedrooms, 1 bath.<br /><br />Ideal for a family or group of friends.",,https://a0.muscache.com/pictures/hosting/Hosting-1371626040166892504/original/cd7c532f-1cef-49fa-8340-abc8ba3494ff.jpeg,20536619,https://www.airbnb.com/users/show/20536619,Emily,2014-08-25,"Albany, NY",I love hosting international students and professionals relocating to the area because I get to help introduce them to our amazing city!,within a day,100%,78%,t,https://a0.muscache.com/im/pictures/user/User-20536619/original/88f3c273-d81d-43f3-8b54-9a5fce9da246.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-20536619/original/88f3c273-d81d-43f3-8b54-9a5fce9da246.jpeg?aki_policy=profile_x_medium,Pine Hills,10,10,"['email', 'phone']",t,t,,TENTH WARD,,42.66315402479468,-73.78910123743358,Entire rental unit,Entire home/apt,8,1.0,1 bath,4,4,"[""Coffee maker: pour-over coffee"", ""Refrigerator"", ""Long term stays allowed"", ""Exterior security cameras on property"", ""Essentials"", ""Cooking basics"", ""Hot water kettle"", ""Self check-in"", ""Kitchen"", ""Private patio or balcony"", ""Hangers"", ""Wine glasses"", ""Keypad"", ""TV"", ""Room-darkening shades"", ""Bathtub"", ""Bed linens"", ""Extra pillows and blankets"", ""Private entrance"", ""Paid washer \u2013 In building"", ""Smoke alarm"", ""Free parking on premises"", ""Microwave"", ""Dining table"", ""Dedicated workspace"", ""Carbon monoxide alarm"", ""Oven"", ""Hot water"", ""Gas stove"", ""Wifi"", ""Free street parking"", ""Laundromat nearby"", ""Paid dryer \u2013 In building"", ""Radiant heating"", ""Clothing storage"", ""Dishes and silverware""]",$185.00,14,365,14,14,365,365,14.0,365.0,,t,0,0,30,190,2025-05-02,0,0,0,164,0,0,0,,,,,,,,,,,f,10,2,8,0,
1371829070623409671,https://www.airbnb.com/rooms/1371829070623409671,20250502031400,2025-05-02,city scrape,"Walk to Albany Med, MVP Arena, Washington Park","This location in Albany’s cultural and business hub is ideal for travelling nurses,  professionals on assignment, and visitors alike. <br />Walk to Empire State Plaza, The Egg, and top dining. <br />Minutes from MVP Arena, NYS Library & Archives, Albany Med, Albany Universities/Colleges, and government offices. <br />Features Queen bed, pull-out couch, full kitchen, Wi-Fi, and in-unit laundry. <br />Quick access to I-787, I-90, and Amtrak. More space, comfort, and convenience than a hotel—book now!",,https://a0.muscache.com/pictures/hosting/Hosting-U3RheVN1cHBseUxpc3Rpbmc6MTM3MTgyOTA3MDYyMzQwOTY3MQ==/original/11d89fe7-903a-45ca-996b-9b660853572b.jpeg,265861488,https://www.airbnb.com/users/show/265861488,Vander,2019-06-02,,"",within an hour,100%,97%,f,https://a0.muscache.com/im/pictures/user/cb309838-cfce-4aad-a7b1-7ec3d9a58c17.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/cb309838-cfce-4aad-a7b1-7ec3d9a58c17.jpg?aki_policy=profile_x_medium,,1,1,"['email', 'phone']",t,f,,SIXTH WARD,,42.65040602684423,-73.76433185078635,Entire rental unit,Entire home/apt,4,1.0,1 bath,1,2,"[""Books and reading material"", ""Iron"", ""Coffee maker"", ""Shampoo"", ""Refrigerator"", ""Long term stays allowed"", ""Cooking basics"", ""Stainless steel single oven"", ""Drying rack for clothing"", ""Electric stove"", ""Self check-in"", ""Conditioner"", ""Kitchen"", ""Washer"", ""First aid kit"", ""Pets allowed"", ""Shower gel"", ""Ceiling fan"", ""Hangers"", ""Keypad"", ""TV"", ""Bathtub"", ""Bed linens"", ""Extra pillows and blankets"", ""Fire extinguisher"", ""Private entrance"", ""Body soap"", ""Board games"", ""Smoke alarm"", ""Hair dryer"", ""Clothing storage: closet"", ""Microwave"", ""Dining table"", ""Carbon monoxide alarm"", ""Hot water"", ""Wifi"", ""Free street parking"", ""Cleaning products"", ""Radiant heating"", ""Dishes and silverware""]",$72.00,1,1125,1,1,1125,1125,1.0,1125.0,,t,8,29,51,293,2025-05-02,5,5,5,173,0,30,2160,2025-04-06,2025-04-27,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,t,1,1,0,0,5
1375007693720508441,https://www.airbnb.com/rooms/1375007693720508441,20250502031400,2025-05-02,city scrape,A peaceful home away from home,"Forget your worries in this spacious and serene space, and savor the convenience of a fully functional kitchen. Close distance to St. Peter’s Hospital and Albany Medical. Walking distance to Buckingham Lake. Quiet and peaceful neighborhood. Distance away from a large variety of restaurants and local bars, modern amenities, including two full bathroom with efficient, washer and dryer.",,https://a0.muscache.com/pictures/hosting/Hosting-1375007693720508441/original/4406eca3-2a0a-4da5-9850-3b13c8b43046.jpeg,385963105,https://www.airbnb.com/users/show/385963105,Samantha,2021-01-25,"Fayetteville, NC","",within a day,100%,0%,f,https://a0.muscache.com/im/pictures/user/User/original/8bbf638a-5228-4f75-a29c-5e34d51ae297.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User/original/8bbf638a-5228-4f75-a29c-5e34d51ae297.jpeg?aki_policy=profile_x_medium,,1,1,"['email', 'phone']",t,t,,FOURTEENTH WARD,,42.66598411229728,-73.81880097091198,Entire home,Entire home/apt,5,2.5,2.5 baths,3,3,"[""Carbon monoxide alarm"", ""Fire extinguisher"", ""Indoor fireplace"", ""Washer"", ""First aid kit"", ""Kitchen"", ""Wifi"", ""Exterior security cameras on property"", ""BBQ grill"", ""Smoke alarm"", ""Air conditioning"", ""TV"", ""Free parking on premises"", ""Fire pit""]",$128.00,7,30,7,7,30,30,7.0,30.0,,t,28,58,88,88,2025-05-02,0,0,0,88,0,0,0,,,,,,,,,,,f,1,1,0,0,
1376989617162173438,https://www.airbnb.com/rooms/1376989617162173438,20250502031400,2025-05-02,city scrape,Cozy Sunshine,"Enjoy a stylish Sunshine.<br />Cozy, one-of-a-kind Airbnb with eclectic decor and a welcoming vibe. Perfect for relaxing or hosting, featuring a spacious living area, fully equipped kitchen, and thoughtful touches like fresh linens and local art. Ideal for travelers seeking comfort and character, with a warm, homey feel that stands out.<br />Charming Sunshine close to Albany Medical Hospital, Veteran Hospital located at walking distance radius. Perfect spot for health professionals.",,https://a0.muscache.com/pictures/hosting/Hosting-1376989617162173438/original/f516e513-2198-446f-84cb-b1aa58e65bfa.jpeg,233515764,https://www.airbnb.com/users/show/233515764,Etem,2018-12-31,"Colonie, NY",Hi. This is Etem. I am also host and trying to enjoy my life.,within an hour,100%,100%,f,https://a0.muscache.com/im/pictures/user/167502b9-a36b-4beb-81f5-2b09a23822e9.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/167502b9-a36b-4beb-81f5-2b09a23822e9.jpg?aki_policy=profile_x_medium,Downtown,6,6,"['email', 'phone']",t,t,,SEVENTH WARD,,42.64764408604364,-73.7715925383664,Entire rental unit,Entire home/apt,2,1.0,1 bath,1,1,"[""Iron"", ""Coffee maker: Keurig coffee machine"", ""Coffee"", ""Shampoo"", ""Refrigerator"", ""Long term stays allowed"", ""Toaster"", ""Cooking basics"", ""Hot water kettle"", ""Electric stove"", ""Self check-in"", ""Cleaning available during stay"", ""Conditioner"", ""Clothing storage: closet and dresser"", ""Kitchen"", ""Washer"", ""Stainless steel double oven"", ""Portable fans"", ""Shower gel"", ""Hangers"", ""Free dryer \u2013 In unit"", ""Keypad"", ""TV"", ""Room-darkening shades"", ""Bathtub"", ""Extra pillows and blankets"", ""Private entrance"", ""Body soap"", ""Smoke alarm"", ""Hair dryer"", ""Free parking on premises"", ""Shared patio or balcony"", ""Microwave"", ""Central heating"", ""Dedicated workspace"", ""Carbon monoxide alarm"", ""Hot water"", ""Wifi"", ""Dishes and silverware""]",$74.00,1,365,1,2,365,365,1.3,365.0,,t,0,2,29,113,2025-05-02,1,1,0,113,0,6,444,2025-03-31,2025-03-31,5.0,5.0,5.0,5.0,5.0,4.0,5.0,,t,6,6,0,0,0.91
1377446918025263146,https://www.airbnb.com/rooms/1377446918025263146,20250502031400,2025-05-02,city scrape,Woodlands private queen room,"Private queen bedroom in 4 bedroom home on the second floor. Located on a quiet street, there are two balconies with great sunlight, large private bedroom with queen bed, closet, dresser, mirror and nightstand for all your clothes and day to day needs. Convenient laundry in basement, stylish common areas, and a brand new kitchen with stainless appliances, gas range, and retro breakfast nook.<br />Bed and linens are brand new and super comfy. Hybrid coil-foam mattress accommodates side/back sleepers.",,https://a0.muscache.com/pictures/hosting/Hosting-1371626040166892504/original/25a47624-3e06-4e58-83b7-035331aab5d8.jpeg,20536619,https://www.airbnb.com/users/show/20536619,Emily,2014-08-25,"Albany, NY",I love hosting international students and professionals relocating to the area because I get to help introduce them to our amazing city!,within a day,100%,78%,t,https://a0.muscache.com/im/pictures/user/User-20536619/original/88f3c273-d81d-43f3-8b54-9a5fce9da246.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-20536619/original/88f3c273-d81d-43f3-8b54-9a5fce9da246.jpeg?aki_policy=profile_x_medium,Pine Hills,10,10,"['email', 'phone']",t,t,,TENTH WARD,,42.66148231183373,-73.78761856260732,Private room in rental unit,Private room,1,1.0,1 shared bath,1,1,"[""Coffee maker: pour-over coffee"", ""Refrigerator"", ""Long term stays allowed"", ""Exterior security cameras on property"", ""Essentials"", ""Cooking basics"", ""Hot water kettle"", ""Self check-in"", ""Lock on bedroom door"", ""Kitchen"", ""Washer"", ""Patio or balcony"", ""Hangers"", ""Wine glasses"", ""Keypad"", ""TV"", ""Private living room"", ""Room-darkening shades"", ""Bathtub"", ""Bed linens"", ""Extra pillows and blankets"", ""Stove"", ""Private entrance"", ""Smoke alarm"", ""Free parking on premises"", ""Microwave"", ""Dining table"", ""Heating"", ""Dedicated workspace"", ""Dryer"", ""Carbon monoxide alarm"", ""Oven"", ""Hot water"", ""Wifi"", ""Free street parking"", ""Laundromat nearby"", ""Clothing storage"", ""Dishes and silverware""]",$51.00,28,365,14,28,365,365,26.7,365.0,,t,13,13,43,43,2025-05-02,0,0,0,43,0,0,0,,,,,,,,,,,f,10,2,8,0,
1377471842094741150,https://www.airbnb.com/rooms/1377471842094741150,20250502031400,2025-05-02,city scrape,Bright private queen room,"Lots of natural light in this spacious queen bedroom. Located on a quiet street, there are two balconies with great sunlight, large private bedroom with queen bed, closet, dresser, mirror and nightstand for all your clothes and day to day needs. Convenient laundry in basement, stylish common areas, and a brand new kitchen with stainless appliances, gas range, and retro breakfast nook.<br />Bed and linens are brand new and super comfy. Hybrid coil-foam mattress accommodates side/back sleepers.",,https://a0.muscache.com/pictures/hosting/Hosting-1377471842094741150/original/e67d1a53-524d-4449-b7eb-c911d50518c6.jpeg,20536619,https://www.airbnb.com/users/show/20536619,Emily,2014-08-25,"Albany, NY",I love hosting international students and professionals relocating to the area because I get to help introduce them to our amazing city!,within a day,100%,78%,t,https://a0.muscache.com/im/pictures/user/User-20536619/original/88f3c273-d81d-43f3-8b54-9a5fce9da246.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-20536619/original/88f3c273-d81d-43f3-8b54-9a5fce9da246.jpeg?aki_policy=profile_x_medium,Pine Hills,10,10,"['email', 'phone']",t,t,,TENTH WARD,,42.66310642184764,-73.78716159656459,Private room in rental unit,Private room,2,1.0,1 shared bath,1,1,"[""Coffee maker: pour-over coffee"", ""Ethernet connection"", ""Refrigerator"", ""Long term stays allowed"", ""Exterior security cameras on property"", ""Essentials"", ""Cooking basics"", ""Freezer"", ""Hot water kettle"", ""Self check-in"", ""Cleaning available during stay"", ""Baking sheet"", ""Lock on bedroom door"", ""Kitchen"", ""Washer"", ""Patio or balcony"", ""Hangers"", ""Wine glasses"", ""Keypad"", ""TV"", ""Private living room"", ""Room-darkening shades"", ""Bathtub"", ""Bed linens"", ""Extra pillows and blankets"", ""Stove"", ""Private entrance"", ""Smoke alarm"", ""Free parking on premises"", ""Microwave"", ""Dining table"", ""Heating"", ""Dedicated workspace"", ""Dryer"", ""Carbon monoxide alarm"", ""Oven"", ""Hot water"", ""Wifi"", ""Free street parking"", ""Cleaning products"", ""Laundromat nearby"", ""Clothing storage"", ""Dishes and silverware""]",$52.00,28,89,7,28,89,89,25.8,89.0,,t,9,11,41,71,2025-05-02,0,0,0,71,0,0,0,,,,,,,,,,,f,10,2,8,0,
1377480167938312156,https://www.airbnb.com/rooms/1377480167938312156,20250502031400,2025-05-02,city scrape,"Peony room, private w/ King bed!","Private *KING* bedroom in 4 bedroom home on the second floor. Located on a quiet street, there are two balconies with great sunlight, large private bedroom with queen bed, closet, dresser, mirror and nightstand for all your clothes and day to day needs. Convenient laundry in basement, stylish common areas, and a brand new kitchen with stainless appliances, gas range, and retro breakfast nook.<br />Bed and linens are brand new and super comfy. Hybrid coil-foam mattress accommodates side/back sleepers.",,https://a0.muscache.com/pictures/hosting/Hosting-1371626040166892504/original/9fd1f846-ac48-42bd-977e-f476d2d6fbcc.jpeg,20536619,https://www.airbnb.com/users/show/20536619,Emily,2014-08-25,"Albany, NY",I love hosting international students and professionals relocating to the area because I get to help introduce them to our amazing city!,within a day,100%,78%,t,https://a0.muscache.com/im/pictures/user/User-20536619/original/88f3c273-d81d-43f3-8b54-9a5fce9da246.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-20536619/original/88f3c273-d81d-43f3-8b54-9a5fce9da246.jpeg?aki_policy=profile_x_medium,Pine Hills,10,10,"['email', 'phone']",t,t,,TENTH WARD,,42.66183099633526,-73.78755056940085,Private room in rental unit,Private room,2,1.0,1 shared bath,1,1,"[""Coffee maker: pour-over coffee"", ""Refrigerator"", ""Long term stays allowed"", ""Exterior security cameras on property"", ""Essentials"", ""Cooking basics"", ""Hot water kettle"", ""Self check-in"", ""Lock on bedroom door"", ""Kitchen"", ""Washer"", ""Patio or balcony"", ""Hangers"", ""Wine glasses"", ""Keypad"", ""TV"", ""Private living room"", ""Room-darkening shades"", ""Bathtub"", ""Bed linens"", ""Extra pillows and blankets"", ""Stove"", ""Private entrance"", ""Smoke alarm"", ""Free parking on premises"", ""Microwave"", ""Dining table"", ""Heating"", ""Dedicated workspace"", ""Dryer"", ""Carbon monoxide alarm"", ""Oven"", ""Hot water"", ""Wifi"", ""Free street parking"", ""Laundromat nearby"", ""Clothing storage"", ""Dishes and silverware""]",$53.00,28,365,5,28,365,365,27.0,365.0,,t,0,16,46,115,2025-05-02,0,0,0,115,0,0,0,,,,,,,,,,,f,10,2,8,0,
1377916686119912961,https://www.airbnb.com/rooms/1377916686119912961,20250502031400,2025-05-02,city scrape,Furnished brand new studio,Enjoy a brand new furnished studio in a modern building with brand new amenities right across from<br />UAlbany.,,https://a0.muscache.com/pictures/hosting/Hosting-1377916686119912961/original/26433847-da25-423c-8b38-2c30d5c14159.jpeg,26674574,https://www.airbnb.com/users/show/26674574,Zainab,2015-01-25,"Albany, NY","",within a few hours,100%,88%,f,https://a0.muscache.com/im/pictures/user/User-26674574/original/95fd289d-a10d-4935-b619-f5b37ccdd333.png?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-26674574/original/95fd289d-a10d-4935-b619-f5b37ccdd333.png?aki_policy=profile_x_medium,,2,2,"['email', 'phone']",t,t,,TWELFTH WARD,,42.6868252,-73.8111413,Entire rental unit,Entire home/apt,2,1.0,1 bath,1,1,"[""Shampoo"", ""Refrigerator"", ""Long term stays allowed"", ""Freezer"", ""Hot water kettle"", ""Conditioner"", ""Kitchen"", ""Washer"", ""Shower gel"", ""TV"", ""Room-darkening shades"", ""Shared gym"", ""Bathtub"", ""Bed linens"", ""Housekeeping - available at extra cost"", ""Host greets you"", ""Stove"", ""Body soap"", ""BBQ grill"", ""Smoke alarm"", ""Air conditioning"", ""Pool table"", ""Free parking on premises"", ""Microwave"", ""Heating"", ""Exercise equipment"", ""Dedicated workspace"", ""Rice maker"", ""Oven"", ""Hot water"", ""Outdoor dining area"", ""Wifi"", ""Cleaning products"", ""Dishwasher"", ""Clothing storage"", ""Dishes and silverware""]",$64.00,3,365,3,3,365,365,3.0,365.0,,t,9,39,65,280,2025-05-02,1,1,0,160,0,6,384,2025-03-31,2025-03-31,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,f,1,1,0,0,0.91
1379906377578749938,https://www.airbnb.com/rooms/1379906377578749938,20250502031400,2025-05-02,city scrape,Cozy Sunset,"Exquisite retreat at Cozy Sunset, mere steps from Albany Medical Hospital and downtown’s vibrant allure. Tailored for discerning professionals, this sophisticated abode blends opulent comfort with unrivaled convenience. Savor proximity to premier dining, boutique shopping, and cultural delights. Secure your splendid sojourn now!",,https://a0.muscache.com/pictures/hosting/Hosting-1379906377578749938/original/3c36cbe9-f34e-4b20-a810-59dfd3bdd5d9.jpeg,233515764,https://www.airbnb.com/users/show/233515764,Etem,2018-12-31,"Colonie, NY",Hi. This is Etem. I am also host and trying to enjoy my life.,within an hour,100%,100%,f,https://a0.muscache.com/im/pictures/user/167502b9-a36b-4beb-81f5-2b09a23822e9.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/167502b9-a36b-4beb-81f5-2b09a23822e9.jpg?aki_policy=profile_x_medium,Downtown,6,6,"['email', 'phone']",t,t,,SEVENTH WARD,,42.64626119280813,-73.7715113891403,Entire rental unit,Entire home/apt,2,1.0,1 bath,1,1,"[""Iron"", ""Coffee maker: Keurig coffee machine"", ""Coffee"", ""Shampoo"", ""Refrigerator"", ""Long term stays allowed"", ""Toaster"", ""Cooking basics"", ""Hot water kettle"", ""Self check-in"", ""Cleaning available during stay"", ""Conditioner"", ""Kitchen"", ""Patio or balcony"", ""Portable fans"", ""Shower gel"", ""Hangers"", ""Smoking allowed"", ""Keypad"", ""TV"", ""Room-darkening shades"", ""Bathtub"", ""Extra pillows and blankets"", ""Stove"", ""Private entrance"", ""Body soap"", ""Smoke alarm"", ""Air conditioning"", ""Hair dryer"", ""Free parking on premises"", ""Microwave"", ""Heating"", ""Dedicated workspace"", ""Dryer"", ""Carbon monoxide alarm"", ""Oven"", ""Hot water"", ""Wifi"", ""Clothing storage"", ""Dishes and silverware""]",$74.00,1,365,1,1,365,365,1.0,365.0,,t,19,48,55,301,2025-05-02,5,5,3,181,0,30,2220,2025-03-22,2025-04-27,5.0,4.8,5.0,5.0,5.0,4.8,4.8,,t,6,6,0,0,3.57
1380555997747082021,https://www.airbnb.com/rooms/1380555997747082021,20250502031400,2025-05-02,city scrape,Luxury Albany Hotel with Pool & Breakfast,"Welcome to your cozy Albany retreat! Enjoy a comfortable stay in this well-appointed space, perfect for travelers looking for convenience and relaxation. Your booking includes free parking and a complimentary breakfast to start your day right. Located near shops, restaurants, and downtown Albany, this home offers easy access to local attractions. Whether you’re here for business or leisure, you’ll love the comfort and convenience of this stay. Book now for a relaxing experience!",,https://a0.muscache.com/pictures/hosting/Hosting-1380555997747082021/original/c7b89d83-0e80-4e7c-8cfd-e7a5870f8bfa.jpeg,466790114,https://www.airbnb.com/users/show/466790114,Zohar,2022-06-29,,"",within an hour,100%,100%,f,https://a0.muscache.com/im/pictures/user/User/original/952815a2-d283-482a-bfcc-036e6b13dbcd.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User/original/952815a2-d283-482a-bfcc-036e6b13dbcd.jpeg?aki_policy=profile_x_medium,,7,9,['phone'],t,t,,ELEVENTH WARD,,42.6800233833328,-73.78522330726621,Room in hotel,Private room,2,1.0,1 private bath,1,1,"[""Coffee"", ""Bidet"", ""Conditioner"", ""Washer"", ""Hangers"", ""Pool"", ""Gym"", ""TV"", ""Bathtub"", ""Bed linens"", ""Fire extinguisher"", ""Body soap"", ""Smoke alarm"", ""Air conditioning"", ""Free parking on premises"", ""Dining table"", ""Heating"", ""Dedicated workspace"", ""Hot water"", ""Wifi"", ""Free street parking"", ""Clothing storage""]",$51.00,1,365,1,1,365,365,1.0,365.0,,t,28,58,88,363,2025-05-02,1,1,1,242,0,6,306,2025-04-07,2025-04-07,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,t,7,6,1,0,1
1381163571420241600,https://www.airbnb.com/rooms/1381163571420241600,20250502031400,2025-05-02,city scrape,Albany 2BR Home Close to Downtown W/Free Breakfast,"Enjoy a comfortable stay in this cozy Albany hotel room with free breakfast and free parking included. Conveniently located, it’s perfect for travelers looking for a relaxing and affordable stay. The room is clean, well-maintained, and offers essential amenities for a pleasant experience. Whether you’re visiting for business or leisure, you’ll appreciate the easy access to local attractions, dining, and shopping. Book now for a hassle-free stay with great perks!",,https://a0.muscache.com/pictures/hosting/Hosting-1381163571420241600/original/6936ce65-bfc6-4287-9cd0-b35629066caf.jpeg,466790114,https://www.airbnb.com/users/show/466790114,Zohar,2022-06-29,,"",within an hour,100%,100%,f,https://a0.muscache.com/im/pictures/user/User/original/952815a2-d283-482a-bfcc-036e6b13dbcd.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User/original/952815a2-d283-482a-bfcc-036e6b13dbcd.jpeg?aki_policy=profile_x_medium,,7,9,['phone'],t,t,,ELEVENTH WARD,,42.68231684583981,-73.7836715628194,Entire rental unit,Entire home/apt,3,1.0,1 bath,1,2,"[""Breakfast"", ""Coffee"", ""Bidet"", ""Coffee maker"", ""Shampoo"", ""Refrigerator"", ""Cooking basics"", ""Hot water kettle"", ""Conditioner"", ""Shower gel"", ""Hangers"", ""Pool"", ""TV"", ""Bathtub"", ""Bed linens"", ""Backyard"", ""Fire extinguisher"", ""Air conditioning"", ""Free parking on premises"", ""Heating"", ""Dedicated workspace"", ""Hot water"", ""Wifi"", ""Cleaning products"", ""Clothing storage""]",$49.00,1,365,1,1,365,365,1.0,365.0,,t,25,52,81,352,2025-05-02,3,3,2,232,0,18,882,2025-04-01,2025-04-14,3.67,3.67,3.67,3.67,3.67,3.33,3.67,,t,7,6,1,0,2.81
1383910626115273822,https://www.airbnb.com/rooms/1383910626115273822,20250502031400,2025-05-02,city scrape,Blush large private queen room,"Large private queen bedroom in a home on the 2nd floor. This room is in the back of the house and has a view of the back deck and yard.<br />Brand new medium firm foam mattress and new fluffy bedding.<br />Fully stocked kitchen, updated shared bath with character (original clawfoot tub!).<br />Wifi, utilities, linens, and basic cleaning supplies included.",,https://a0.muscache.com/pictures/hosting/Hosting-1383910626115273822/original/00b685dd-610a-4ea8-b1cf-0f3cf1a4db44.jpeg,20536619,https://www.airbnb.com/users/show/20536619,Emily,2014-08-25,"Albany, NY",I love hosting international students and professionals relocating to the area because I get to help introduce them to our amazing city!,within a day,100%,78%,t,https://a0.muscache.com/im/pictures/user/User-20536619/original/88f3c273-d81d-43f3-8b54-9a5fce9da246.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-20536619/original/88f3c273-d81d-43f3-8b54-9a5fce9da246.jpeg?aki_policy=profile_x_medium,Pine Hills,10,10,"['email', 'phone']",t,t,,TENTH WARD,,42.66317303594558,-73.78912755444637,Private room in rental unit,Private room,1,1.0,1 shared bath,1,1,"[""Coffee maker: pour-over coffee"", ""Refrigerator"", ""Long term stays allowed"", ""Exterior security cameras on property"", ""Essentials"", ""Cooking basics"", ""Hot water kettle"", ""Self check-in"", ""Lock on bedroom door"", ""Kitchen"", ""Washer"", ""Patio or balcony"", ""Hangers"", ""Wine glasses"", ""Keypad"", ""TV"", ""Private living room"", ""Room-darkening shades"", ""Bathtub"", ""Bed linens"", ""Extra pillows and blankets"", ""Stove"", ""Private entrance"", ""Smoke alarm"", ""Free parking on premises"", ""Microwave"", ""Dining table"", ""Heating"", ""Dedicated workspace"", ""Dryer"", ""Carbon monoxide alarm"", ""Oven"", ""Hot water"", ""Wifi"", ""Free street parking"", ""Laundromat nearby"", ""Clothing storage"", ""Dishes and silverware""]",$51.00,28,89,28,28,1125,1125,28.0,1125.0,,t,15,45,75,159,2025-05-02,0,0,0,159,0,0,0,,,,,,,,,,,t,10,2,8,0,
